hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
at many times the prose was too high-level imprecise to help me understand the significance of the pieces not immediately inherited from abadi et al .comments avoid opinion language like we believe in comparing techniques qualitatively and speculating about their future impact .,the paper is well-written and easy to understand .,positive,negative,1,4,1,4,1,4,1,4,TRUE
authors propose a novel approach to the problem of exploration .,my main issue with the work in its current form is that the method is too light in terms of technical contribution .,negative,positive,0,-1,0,-1,0,0,0,-2,FALSE
based on these issues i think the contribution of the paper is not sufficient and i tend to reject the paper .,novelty as far as i know learning a divergence for vi using meta-learning is new .,positive,negative,0,0,0,0,0,2,0,2,FALSE
basically the intuition of structure learning and the validation of that is straight forward and easy to follow .,- i think the readability of the paper would benefit from another few proofreads there are a number of grammatical issues throughout and several sentence fragments eg .,negative,positive,0,-1,0,-1,0,0,0,-3,FALSE
because of the above confusions i can not understand what author is proposing .,- the paper is well-written and easy to follow .,positive,negative,1,4,1,4,1,4,1,4,TRUE
because one might argue that while the ideas are conceptually interesting technically the paper does not contribute much .,proposition 2 seems to be the main novel observation of this work .,positive,negative,0,0,0,0,0,-2,0,-1,FALSE
besides the current paper only verifies on vision datasets .,the paper also presents some compelling results on synthetic and real datasets for both regression and classification problems .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
both main text and supplementary material are well organized and their claim seems to be clear enough .,as an aside there is a lot going on in this paper and i think there really is n't sufficient time to do a proper job of going through the details of the theory .,negative,positive,1,5,1,5,1,5,1,5,TRUE
but the paper makes serious errors on omitting necessary technical components that a paper such as this should have .,the work reads easily and is clear through and through .,positive,negative,0,0,0,0,0,2,0,2,FALSE
butterfly as a solution to wuda outperforms representative uda methods on simulated and real-world wuda tasks .,the introduced losses should be better justified .,negative,positive,0,0,0,0,0,2,0,-2,FALSE
clarity and presentation 3 explanations experimental evaluations verified the performance of the proposed method with a number of parameter settings which clearly strengthen the superiority of the proposed method against the existing approach .,the general approach seems fair however the computational limitations of the algorithm are not considered and it is not evident whether the algorithm achieves the goal of mimicking the respective distribution .,negative,positive,1,3,1,3,1,3,1,3,TRUE
clarity and presentation 3 explanations experimental evaluations verified the performance of the proposed method with a number of parameter settings which clearly strengthen the superiority of the proposed method against the existing approach .,moreover the experiments are only performed on synthetic datasets which further obscures the actual effect of their algorithm on real networks .,negative,positive,1,4,1,4,1,4,1,4,TRUE
clarity and presentation overall the paper is well written .,only the presentation should be improved - the section 2 is not selfcontained and hard to read due to careless problem formulation and usage of undefined notation e.g .missing definition of most variables in 2 and 3 or undefined mapping phi x j that is in fact composed of appropriately stacked vectors x and zero vectors etc .,negative,positive,1,4,1,4,1,4,1,4,TRUE
clarity i found the paper to be very well written with a clear exposition of the material and sound development of the technical details .,table 1 should be updated to include these typical techniques because it is not clear that the proposed system actually outperforms the typical pcd-1 scheme especially given in figure 3 .,negative,positive,0,-1,0,-1,0,-2,0,1,FALSE
clarity presentation wise the paper seems relatively well structured however too much space is spent defining terms and introducing non-parametric regression concepts resulting in too little space 1.5 pages being devoted to the new results .,my overall score is due to the fact that in my view the organisation of the paper is not clear .,negative,positive,1,4,1,4,1,4,1,4,TRUE
clarity the clarity of this work is not very good .,clarity overall the paper is well-presented .,positive,negative,1,4,1,4,1,4,1,4,TRUE
clarity the paper feels a bit incomplete in its writing .,the paper is nicely written and the proposed explore-verify algorithms are clearly presented .,positive,negative,1,4,1,4,1,4,1,4,TRUE
clarity the paper is clearly written with a straight forward line of argumentation .,- the paper is a bit dense and hard to read at places .,negative,positive,0,-1,0,-1,0,-3,0,1,FALSE
clarity the paper is quite well written .,#NAME?,negative,positive,1,5,1,5,1,5,1,5,TRUE
clarity the paper was well written and the approach was explained well .,there are several issues which are unclear to me .,negative,positive,1,5,1,5,1,5,1,5,TRUE
clarity the writing is relatively easy to follow and the key punchline of this work is supported throughout .,this makes it very difficult to parse basic definitions .,negative,positive,1,5,1,5,1,5,1,5,TRUE
clarity the writing is relatively easy to follow and the key punchline of this work is supported throughout .,to conclude while the paper is interesting it is not clear whether the results reported here are novel to the ml dp community and suffers from some non-trivial exposition and methodology issues .,negative,positive,1,4,1,4,1,4,1,4,TRUE
